ticker,company_name,board,aliases
LABS,PT UBC Medical Indonesia Tbk,DEVELOPMENT,UBC MEDICAL INDONESIA|UBC MEDICAL
LAJU,PT Jasa Berdikari Logistics Tbk,DEVELOPMENT,JASA BERDIKARI LOGISTICS|JASA BERDIKARI
LAND,PT Trimitra Propertindo Tbk.,DEVELOPMENT,TRIMITRA PROPERTINDO
LAPD,Leyand International Tbk,WATCHLIST,LEYAND INTERNATIONAL
LCGP,PT Eureka Prima Jakarta Tbk.,WATCHLIST,EUREKA PRIMA JAKARTA|EUREKA PRIMA
LCKM,PT LCK Global Kedaton Tbk,DEVELOPMENT,LCK GLOBAL KEDATON|LCK GLOBAL
LEAD,PT Logindo Samudramakmur Tbk.,DEVELOPMENT,LOGINDO SAMUDRAMAKMUR
LFLO,PT Imago Mulia Persada Tbk,ACCELERATION,IMAGO MULIA PERSADA|IMAGO MULIA
LIFE,PT MSIG Life Insurance Indonesia Tbk.,DEVELOPMENT,MSIG LIFE INSURANCE INDONESIA|MSIG LIFE
LINK,PT Link Net Tbk.,DEVELOPMENT,LINK NET
LION,Lion Metal Works Tbk,DEVELOPMENT,LION METAL WORKS|LION METAL
LIVE,PT Homeco Victoria Makmur Tbk,DEVELOPMENT,HOMECO VICTORIA MAKMUR|HOMECO VICTORIA
LMAS,Limas Indonesia Makmur Tbk,WATCHLIST,LIMAS INDONESIA MAKMUR|LIMAS INDONESIA
LMAX,PT Lupromax Pelumas Indonesia Tbk.,ACCELERATION,LUPROMAX PELUMAS INDONESIA|LUPROMAX PELUMAS
LMPI,Langgeng Makmur Industri Tbk,DEVELOPMENT,LANGGENG MAKMUR INDUSTRI|LANGGENG MAKMUR
LMSH,Lionmesh Prima Tbk,WATCHLIST,LIONMESH PRIMA
LOPI,PT Logisticsplus International Tbk,ACCELERATION,LOGISTICSPLUS INTERNATIONAL
LPCK,Lippo Cikarang Tbk,MAIN,LIPPO CIKARANG
LPGI,Lippo General Insurance Tbk,DEVELOPMENT,LIPPO GENERAL INSURANCE|LIPPO GENERAL
LPIN,Multi Prima Sejahtera Tbk,DEVELOPMENT,
LPKR,Lippo Karawaci Tbk,MAIN,LIPPO KARAWACI
LPLI,Star Pacific Tbk,DEVELOPMENT,STAR PACIFIC
LPPF,PT MDS Retailing Tbk,MAIN,MDS RETAILING
LPPS,PT Lenox Pasifik Investama Tbk,DEVELOPMENT,LENOX PASIFIK INVESTAMA|LENOX PASIFIK
LRNA,PT Eka Sari Lorena Transport Tbk.,DEVELOPMENT,EKA SARI LORENA TRANSPORT|EKA SARI
LSIP,PP London Sumatra Indonesia Tbk,MAIN,PP LONDON SUMATRA INDONESIA
LTLS,PT Lautan Luas Tbk,MAIN,LAUTAN LUAS
LUCK,PT Sentral Mitra Informatika Tbk.,DEVELOPMENT,SENTRAL MITRA INFORMATIKA|SENTRAL MITRA
LUCY,PT Lima Dua Lima Tiga Tbk,ACCELERATION,LIMA DUA LIMA TIGA|LIMA DUA
MABA,PT Marga Abhinaya Abadi Tbk,WATCHLIST,MARGA ABHINAYA ABADI|MARGA ABHINAYA
MAGP,Multi Agro Gemilang Plantation Tbk,WATCHLIST,MULTI AGRO GEMILANG PLANTATION|AGRO GEMILANG PLANTATION
MAHA,PT Mandiri Herindo Adiperkasa Tbk,MAIN,MANDIRI HERINDO ADIPERKASA|HERINDO ADIPERKASA|MANDIRI HERINDO
MAIN,Malindo Feedmill Tbk,MAIN,MALINDO FEEDMILL
MANG,PT Manggung Polahraya Tbk,ACCELERATION,MANGGUNG POLAHRAYA
MAPA,PT Map Aktif Adiperkasa Tbk,MAIN,MAP AKTIF ADIPERKASA|MAP AKTIF
MAPB,PT Map Boga Adiperkasa Tbk,WATCHLIST,MAP BOGA ADIPERKASA|MAP BOGA
MAPI,PT Mitra Adiperkasa Tbk,MAIN,MITRA ADIPERKASA
MARI,PT Mahaka Radio Integra Tbk.,WATCHLIST,MAHAKA RADIO INTEGRA|MAHAKA RADIO
MARK,PT Mark Dynamics Indonesia Tbk.,MAIN,MARK DYNAMICS INDONESIA|MARK DYNAMICS
MASB,PT Bank Multiarta Sentosa Tbk,MAIN,BANK MULTIARTA SENTOSA|MULTIARTA SENTOSA
MAXI,PT Maxindo Karya Anugerah Tbk,DEVELOPMENT,MAXINDO KARYA ANUGERAH|MAXINDO KARYA
MAYA,PT Bank Mayapada Internasional Tbk,MAIN,BANK MAYAPADA INTERNASIONAL|MAYAPADA INTERNASIONAL
MBAP,PT Mitrabara Adiperdana Tbk,DEVELOPMENT,MITRABARA ADIPERDANA
MBMA,PT Merdeka Battery Materials Tbk,MAIN,MERDEKA BATTERY MATERIALS|MERDEKA BATTERY
MBSS,Mitrabahtera Segara Sejati Tbk,MAIN,MITRABAHTERA SEGARA SEJATI|MITRABAHTERA SEGARA
MBTO,Martina Berto Tbk,DEVELOPMENT,MARTINA BERTO
MCAS,PT M Cash Integrasi Tbk,DEVELOPMENT,M CASH INTEGRASI
MCOL,PT Prima Andalan Mandiri Tbk,MAIN,PRIMA ANDALAN MANDIRI|ANDALAN MANDIRI|PRIMA ANDALAN
MCOR,PT Bank China Construction Bank Indonesia Tbk,MAIN,BANK CHINA CONSTRUCTION BANK INDONESIA|CHINA CONSTRUCTION BANK INDONESIA
MDIA,PT Intermedia Capital Tbk.,DEVELOPMENT,INTERMEDIA CAPITAL
MDIY,PT Daya Intiguna Yasa Tbk,MAIN,DAYA INTIGUNA YASA|DAYA INTIGUNA
MDKA,PT Merdeka Copper Gold Tbk.,MAIN,MERDEKA COPPER GOLD|MERDEKA COPPER
MDKI,PT Emdeki Utama Tbk,DEVELOPMENT,EMDEKI UTAMA
MDLA,PT Medela Potentia Tbk,MAIN,MEDELA POTENTIA
MDLN,PT Modernland Realty Tbk.,DEVELOPMENT,MODERNLAND REALTY
MDRN,Modern Internasional Tbk,WATCHLIST,MODERN INTERNASIONAL
MEDC,PT Medco Energi Internasional Tbk,MAIN,MEDCO ENERGI INTERNASIONAL|MEDCO ENERGI
MEDS,PT Hetzer Medical Indonesia Tbk,DEVELOPMENT,HETZER MEDICAL INDONESIA|HETZER MEDICAL
MEGA,Bank Mega Tbk,MAIN,
MEJA,PT Harta Djaya Karya Tbk,ACCELERATION,HARTA DJAYA KARYA|HARTA DJAYA
MENN,PT Menn Teknologi Indonesia Tbk.,WATCHLIST,MENN TEKNOLOGI INDONESIA|MENN TEKNOLOGI
MERI,PT Merry Riana Edukasi Tbk,DEVELOPMENT,MERRY RIANA EDUKASI|MERRY RIANA
MERK,Merck Tbk,MAIN,MERCK
META,Nusantara Infrastructure Tbk,DEVELOPMENT,NUSANTARA INFRASTRUCTURE
MFMI,Multifiling Mitra Indonesia Tbk,WATCHLIST,MULTIFILING MITRA INDONESIA|MULTIFILING MITRA
MGLV,PT Panca Anugrah Wisesa Tbk,ACCELERATION,PANCA ANUGRAH WISESA|PANCA ANUGRAH
MGNA,PT Magna Investama Mandiri Tbk,WATCHLIST,MAGNA INVESTAMA MANDIRI|MAGNA INVESTAMA
MGRO,PT Mahkota Group Tbk.,DEVELOPMENT,MAHKOTA GROUP
MHKI,PT Multi Hanna Kreasindo Tbk,DEVELOPMENT,MULTI HANNA KREASINDO|HANNA KREASINDO|MULTI HANNA
MICE,Multi Indocitra Tbk,DEVELOPMENT,MULTI INDOCITRA
MIDI,Midi Utama Indonesia Tbk,MAIN,MIDI UTAMA INDONESIA|MIDI UTAMA
MIKA,PT Mitra Keluarga Karyasehat Tbk.,MAIN,MITRA KELUARGA KARYASEHAT|KELUARGA KARYASEHAT|MITRA KELUARGA
MINA,PT Sanurhasta Mitra Tbk.,DEVELOPMENT,SANURHASTA MITRA
MINE,PT Sinar Terang Mandiri Tbk,DEVELOPMENT,SINAR TERANG MANDIRI|SINAR TERANG
MIRA,Mitra International Resources Tbk,WATCHLIST,
MITI,Mitra Investindo Tbk,DEVELOPMENT,MITRA INVESTINDO
MKAP,PT Multikarya Asia Pasifik Raya Tbk,DEVELOPMENT,MULTIKARYA ASIA PASIFIK RAYA|MULTIKARYA ASIA
MKNT,PT Mitra Komunikasi Nusantara Tbk.,WATCHLIST,MITRA KOMUNIKASI NUSANTARA|KOMUNIKASI NUSANTARA|MITRA KOMUNIKASI
MKPI,Metropolitan Kentjana Tbk,DEVELOPMENT,METROPOLITAN KENTJANA
MKTR,PT Menthobi Karyatama Raya Tbk,MAIN,MENTHOBI KARYATAMA RAYA|MENTHOBI KARYATAMA
MLBI,Multi Bintang Indonesia Tbk,MAIN,
MLIA,Mulia Industrindo Tbk,WATCHLIST,MULIA INDUSTRINDO
MLPL,Multipolar Tbk,MAIN,MULTIPOLAR
MLPT,PT Multipolar Technology Tbk.,DEVELOPMENT,MULTIPOLAR TECHNOLOGY
MMIX,PT Multi Medika Internasional Tbk,DEVELOPMENT,MULTI MEDIKA INTERNASIONAL|MEDIKA INTERNASIONAL|MULTI MEDIKA
MMLP,PT Mega Manunggal Property Tbk.,DEVELOPMENT,MEGA MANUNGGAL PROPERTY|MANUNGGAL PROPERTY|MEGA MANUNGGAL
MNCN,Media Nusantara Citra Tbk,MAIN,
MOLI,PT Madusari Murni Indah Tbk.,DEVELOPMENT,MADUSARI MURNI INDAH|MADUSARI MURNI
MORA,PT Ekamas Mora Republik Tbk,MAIN,EKAMAS MORA REPUBLIK|EKAMAS MORA
MPIX,PT Mitra Pedagang Indonesia Tbk.,DEVELOPMENT,MITRA PEDAGANG INDONESIA|PEDAGANG INDONESIA|MITRA PEDAGANG
MPMX,PT Mitra Pinasthika Mustika Tbk.,MAIN,MITRA PINASTHIKA MUSTIKA|PINASTHIKA MUSTIKA|MITRA PINASTHIKA
MPOW,PT Megapower Makmur Tbk.,DEVELOPMENT,MEGAPOWER MAKMUR
MPPA,Matahari Putra Prima Tbk,WATCHLIST,MATAHARI PUTRA PRIMA|MATAHARI PUTRA
MPRO,PT Maha Properti Indonesia Tbk.,DEVELOPMENT,MAHA PROPERTI INDONESIA|MAHA PROPERTI
MPXL,PT MPX Logistics International Tbk,DEVELOPMENT,MPX LOGISTICS INTERNATIONAL|MPX LOGISTICS
MRAT,Mustika Ratu Tbk,DEVELOPMENT,MUSTIKA RATU
MREI,Maskapai Reasuransi Indonesia Tbk,MAIN,MASKAPAI REASURANSI INDONESIA|MASKAPAI REASURANSI
MSIE,PT Multisarana Intan Eduka Tbk,ACCELERATION,MULTISARANA INTAN EDUKA|MULTISARANA INTAN
MSIN,PT MNC Digital Entertainment Tbk,MAIN,MNC DIGITAL ENTERTAINMENT|DIGITAL ENTERTAINMENT
MSJA,PT Multi Spunindo Jaya Tbk.,DEVELOPMENT,MULTI SPUNINDO JAYA|MULTI SPUNINDO|SPUNINDO JAYA
MSKY,MNC Sky Vision Tbk,DEVELOPMENT,MNC SKY VISION|SKY VISION|MNC SKY
MSTI,PT Mastersystem Infotama Tbk.,MAIN,MASTERSYSTEM INFOTAMA
MTDL,Metrodata Electronics Tbk,MAIN,METRODATA ELECTRONICS
MTEL,PT Dayamitra Telekomunikasi Tbk,MAIN,DAYAMITRA TELEKOMUNIKASI
MTFN,Capitalinc Investment Tbk,WATCHLIST,CAPITALINC INVESTMENT
MTLA,Metropolitan Land Tbk,MAIN,METROPOLITAN LAND
MTMH,PT Murni Sadar Tbk,MAIN,MURNI SADAR
MTPS,PT Meta Epsi Tbk.,WATCHLIST,META EPSI
MTRA,PT Mitra Pemuda Tbk.,WATCHLIST,MITRA PEMUDA
MTSM,Metro Realty Tbk,WATCHLIST,METRO REALTY
MTWI,PT Malacca Trust Wuwungan Insurance Tbk.,DEVELOPMENT,MALACCA TRUST WUWUNGAN INSURANCE|MALACCA TRUST
MUTU,PT Mutuagung Lestari Tbk,DEVELOPMENT,MUTUAGUNG LESTARI
MYOH,Samindo Resources Tbk,DEVELOPMENT,SAMINDO RESOURCES
MYOR,Mayora Indah Tbk,MAIN,MAYORA INDAH
MYTX,PT Asia Pacific Investama Tbk.,WATCHLIST,
NAIK,PT Adiwarna Anugerah Abadi Tbk,DEVELOPMENT,ADIWARNA ANUGERAH ABADI|ADIWARNA ANUGERAH
NANO,PT Nanotech Indonesia Global Tbk,ACCELERATION,NANOTECH INDONESIA GLOBAL|NANOTECH INDONESIA
NASA,PT Andalan Perkasa Abadi Tbk,WATCHLIST,ANDALAN PERKASA ABADI|ANDALAN PERKASA
NASI,PT Wahana Inti Makmur Tbk,DEVELOPMENT,WAHANA INTI MAKMUR|WAHANA INTI
NATO,PT Olympus Strategic Indonesia Tbk,DEVELOPMENT,OLYMPUS STRATEGIC INDONESIA|OLYMPUS STRATEGIC
NAYZ,PT Hassana Boga Sejahtera Tbk,ACCELERATION,HASSANA BOGA SEJAHTERA|HASSANA BOGA
NCKL,PT Trimegah Bangun Persada Tbk.,DEVELOPMENT,TRIMEGAH BANGUN PERSADA|TRIMEGAH BANGUN
NELY,Pelayaran Nelly Dwi Putri Tbk,DEVELOPMENT,PELAYARAN NELLY DWI PUTRI|PELAYARAN NELLY
NEST,PT Esta Indonesia Tbk,DEVELOPMENT,ESTA INDONESIA
NETV,PT MDTV Media Technologies Tbk,DEVELOPMENT,MDTV MEDIA TECHNOLOGIES|MDTV MEDIA
NFCX,PT NFC Indonesia Tbk,DEVELOPMENT,NFC INDONESIA
NICE,PT Adhi Kartiko Pratama Tbk,DEVELOPMENT,ADHI KARTIKO PRATAMA|ADHI KARTIKO
NICK,PT Charnic Capital Tbk.,DEVELOPMENT,CHARNIC CAPITAL
NICL,PT PAM Mineral Tbk,DEVELOPMENT,PAM MINERAL
NIKL,Pelat Timah Nusantara Tbk,DEVELOPMENT,PELAT TIMAH NUSANTARA|PELAT TIMAH
NINE,PT Techno9 Indonesia Tbk,ACCELERATION,TECHNO9 INDONESIA
NIRO,City Retail Developments Tbk,DEVELOPMENT,CITY RETAIL DEVELOPMENTS|CITY RETAIL
NISP,PT Bank OCBC NISP Tbk,MAIN,BANK OCBC NISP|OCBC NISP
NOBU,PT Bank Nationalnobu Tbk.,MAIN,BANK NATIONALNOBU
NPGF,PT Nusa Palapa Gemilang Tbk,DEVELOPMENT,NUSA PALAPA GEMILANG|NUSA PALAPA
NRCA,PT Nusa Raya Cipta Tbk.,DEVELOPMENT,NUSA RAYA CIPTA|NUSA RAYA
NSSS,PT Nusantara Sawit Sejahtera Tbk,DEVELOPMENT,NUSANTARA SAWIT SEJAHTERA|SAWIT SEJAHTERA|NUSANTARA SAWIT
NTBK,PT Nusatama Berkah Tbk,DEVELOPMENT,NUSATAMA BERKAH
NUSA,PT Sinergi Megah Internusa Tbk,WATCHLIST,SINERGI MEGAH INTERNUSA|SINERGI MEGAH
NZIA,"PT Nusantara Almazia, Tbk.",DEVELOPMENT,NUSANTARA ALMAZIA
OASA,PT Maharaksa Biru Energi Tbk,DEVELOPMENT,MAHARAKSA BIRU ENERGI|MAHARAKSA BIRU
OBAT,PT Brigit Biofarmaka Teknologi Tbk,DEVELOPMENT,BRIGIT BIOFARMAKA TEKNOLOGI|BRIGIT BIOFARMAKA
OBMD,PT OBM Drilchem Tbk,DEVELOPMENT,OBM DRILCHEM
OCAP,ONIX CAPITAL Tbk,WATCHLIST,ONIX CAPITAL
OILS,PT Indo Oil Perkasa Tbk,DEVELOPMENT,INDO OIL PERKASA|OIL PERKASA|INDO OIL
OKAS,Ancora Indonesia Resources Tbk,DEVELOPMENT,ANCORA INDONESIA RESOURCES|ANCORA INDONESIA
OLIV,PT Oscar Mitra Sukses Sejahtera Tbk,ACCELERATION,OSCAR MITRA SUKSES SEJAHTERA|OSCAR MITRA
OMED,PT Jayamas Medica Industri Tbk,MAIN,JAYAMAS MEDICA INDUSTRI|JAYAMAS MEDICA
OMRE,Indonesia Prima Property Tbk,DEVELOPMENT,INDONESIA PRIMA PROPERTY|PRIMA PROPERTY
OPMS,PT Optima Prima Metal Sinergi Tbk.,DEVELOPMENT,OPTIMA PRIMA METAL SINERGI|OPTIMA PRIMA
PACK,PT Abadi Nusantara Hijau Investama Tbk,ACCELERATION,ABADI NUSANTARA HIJAU INVESTAMA|NUSANTARA HIJAU INVESTAMA
PADA,PT Personel Alih Daya Tbk,DEVELOPMENT,PERSONEL ALIH DAYA|PERSONEL ALIH
PADI,Minna Padi Investama Sekuritas Tbk,DEVELOPMENT,MINNA PADI INVESTAMA SEKURITAS|MINNA PADI
PALM,PT Provident Investasi Bersama Tbk,MAIN,PROVIDENT INVESTASI BERSAMA|PROVIDENT INVESTASI
PAMG,PT Bima Sakti Pertiwi Tbk,DEVELOPMENT,BIMA SAKTI PERTIWI|BIMA SAKTI
PANI,PT Pantai Indah Kapuk Dua Tbk.,DEVELOPMENT,PANTAI INDAH KAPUK DUA|PANTAI INDAH
PANR,Panorama Sentrawisata Tbk,DEVELOPMENT,PANORAMA SENTRAWISATA
PANS,Panin Sekuritas Tbk,MAIN,PANIN SEKURITAS
PART,PT Cipta Perdana Lancar Tbk,DEVELOPMENT,CIPTA PERDANA LANCAR|CIPTA PERDANA
PBID,PT Panca Budi Idaman Tbk,MAIN,PANCA BUDI IDAMAN|PANCA BUDI
PBRX,Pan Brothers Tbk,WATCHLIST,PAN BROTHERS
PBSA,PT Paramita Bangun Sarana Tbk,DEVELOPMENT,PARAMITA BANGUN SARANA|PARAMITA BANGUN
PCAR,PT Prima Cakrawala Abadi Tbk,WATCHLIST,PRIMA CAKRAWALA ABADI|CAKRAWALA ABADI|PRIMA CAKRAWALA
PDES,Destinasi Tirta Nusantara Tbk,DEVELOPMENT,DESTINASI TIRTA NUSANTARA|DESTINASI TIRTA
PDPP,PT Primadaya Plastisindo Tbk,DEVELOPMENT,PRIMADAYA PLASTISINDO
PEGE,PT Panca Global Kapital Tbk.,DEVELOPMENT,PANCA GLOBAL KAPITAL|PANCA GLOBAL
PEHA,PT Phapros Tbk,DEVELOPMENT,PHAPROS
PEVE,PT Penta Valent Tbk,DEVELOPMENT,PENTA VALENT
PGAS,PT Perusahaan Gas Negara (Persero) Tbk,MAIN,PERUSAHAAN GAS NEGARA
PGEO,PT Pertamina Geothermal Energy Tbk,MAIN,PERTAMINA GEOTHERMAL ENERGY|PERTAMINA GEOTHERMAL
PGJO,PT Bahtera Bumi Raya Tbk,WATCHLIST,BAHTERA BUMI RAYA|BAHTERA BUMI
PGLI,Pembangunan Graha Lestari Indah Tbk,DEVELOPMENT,PEMBANGUNAN GRAHA LESTARI INDAH
PGUN,PT Pradiksi Gunatama Tbk,DEVELOPMENT,PRADIKSI GUNATAMA
PICO,Pelangi Indah Canindo Tbk,DEVELOPMENT,PELANGI INDAH CANINDO|PELANGI INDAH
PIPA,PT Multi Makmur Lemindo Tbk.,DEVELOPMENT,MULTI MAKMUR LEMINDO|MAKMUR LEMINDO
PJAA,Pembangunan Jaya Ancol Tbk,DEVELOPMENT,PEMBANGUNAN JAYA ANCOL
PJHB,PT Pelayaran Jaya Hidup Baru Tbk,DEVELOPMENT,PELAYARAN JAYA HIDUP BARU|PELAYARAN JAYA
PKPK,Paragon Karya Perkasa Tbk,DEVELOPMENT,PARAGON KARYA PERKASA|PARAGON KARYA
PLAN,PT Planet Properindo Jaya Tbk,ACCELERATION,PLANET PROPERINDO JAYA|PLANET PROPERINDO
PLAS,Polaris Investama Tbk,WATCHLIST,POLARIS INVESTAMA
PLIN,Plaza Indonesia Realty Tbk,WATCHLIST,PLAZA INDONESIA REALTY|PLAZA INDONESIA
PMJS,PT Putra Mandiri Jembar Tbk,DEVELOPMENT,PUTRA MANDIRI JEMBAR|MANDIRI JEMBAR
PMMP,PT Panca Mitra Multiperdana Tbk.,WATCHLIST,PANCA MITRA MULTIPERDANA|PANCA MITRA
PMUI,PT Prima Multi Usaha Indonesia Tbk,DEVELOPMENT,PRIMA MULTI USAHA INDONESIA|MULTI USAHA INDONESIA
PNBN,Bank Pan Indonesia Tbk,MAIN,BANK PAN INDONESIA|PAN INDONESIA
PNBS,PT Bank Panin Dubai Syariah Tbk.,DEVELOPMENT,BANK PANIN DUBAI SYARIAH|PANIN DUBAI SYARIAH
PNGO,PT Pinago Utama Tbk,DEVELOPMENT,PINAGO UTAMA
PNIN,Paninvest Tbk,MAIN,PANINVEST
PNLF,Panin Financial Tbk,MAIN,PANIN FINANCIAL
PNSE,Pudjiadi & Sons Tbk,DEVELOPMENT,PUDJIADI SONS
POLA,PT Pool Advista Finance Tbk.,DEVELOPMENT,POOL ADVISTA FINANCE
POLI,PT Pollux Hotels Group Tbk,DEVELOPMENT,POLLUX HOTELS GROUP|POLLUX HOTELS
POLL,PT Pollux Properties Indonesia Tbk.,WATCHLIST,POLLUX PROPERTIES INDONESIA|POLLUX PROPERTIES
POLU,PT Golden Flower Tbk.,DEVELOPMENT,GOLDEN FLOWER
POLY,Asia Pacific Fibers Tbk,WATCHLIST,ASIA PACIFIC FIBERS|PACIFIC FIBERS
POOL,Pool Advista Indonesia Tbk,WATCHLIST,POOL ADVISTA INDONESIA
PORT,PT Nusantara Pelabuhan Handal Tbk.,MAIN,NUSANTARA PELABUHAN HANDAL|NUSANTARA PELABUHAN|PELABUHAN HANDAL
POSA,PT Bliss Properti Indonesia Tbk.,WATCHLIST,BLISS PROPERTI INDONESIA|BLISS PROPERTI
POWR,PT Cikarang Listrindo Tbk.,MAIN,CIKARANG LISTRINDO
PPGL,PT Prima Globalindo Logistik Tbk.,ACCELERATION,PRIMA GLOBALINDO LOGISTIK|GLOBALINDO LOGISTIK|PRIMA GLOBALINDO
PPRE,PT PP Presisi Tbk.,DEVELOPMENT,
PPRI,PT Paperocks Indonesia Tbk.,DEVELOPMENT,PAPEROCKS INDONESIA
PPRO,PT PP Properti Tbk.,WATCHLIST,
PRAY,PT Famon Awal Bros Sedaya Tbk,MAIN,FAMON AWAL BROS SEDAYA|FAMON AWAL
PRDA,PT Prodia Widyahusada Tbk.,MAIN,PRODIA WIDYAHUSADA
PRIM,PT Royal Prima Tbk.,DEVELOPMENT,ROYAL PRIMA
PSAB,J RESOURCES ASIA PASIFIK Tbk,DEVELOPMENT,J RESOURCES ASIA PASIFIK
PSAT,PT Pancaran Samudera Transport Tbk,DEVELOPMENT,PANCARAN SAMUDERA TRANSPORT|PANCARAN SAMUDERA
PSDN,Prasidha Aneka Niaga Tbk,DEVELOPMENT,PRASIDHA ANEKA NIAGA|PRASIDHA ANEKA
PSGO,PT Palma Serasih Tbk.,MAIN,PALMA SERASIH
PSKT,PT Red Planet Indonesia Tbk,DEVELOPMENT,RED PLANET INDONESIA|RED PLANET
PSSI,PT IMC Pelita Logistik Tbk,MAIN,IMC PELITA LOGISTIK|IMC PELITA
PTBA,PT Bukit Asam (Persero) Tbk,MAIN,BUKIT ASAM
PTDU,PT Djasa Ubersakti Tbk,WATCHLIST,DJASA UBERSAKTI
PTIS,Indo Straits Tbk,DEVELOPMENT,INDO STRAITS
PTMP,PT Mitra Pack Tbk.,DEVELOPMENT,MITRA PACK
PTMR,PT Master Print Tbk,WATCHLIST,MASTER PRINT
PTPP,PP (Persero) Tbk,MAIN,
PTPS,PT Pulau Subur Tbk.,DEVELOPMENT,PULAU SUBUR
PTPW,PT Pratama Widya Tbk.,DEVELOPMENT,PRATAMA WIDYA
PTRO,Petrosea Tbk,MAIN,PETROSEA
PTSN,Sat Nusapersada Tbk,DEVELOPMENT,SAT NUSAPERSADA
PTSP,Pioneerindo Gourmet International Tbk,DEVELOPMENT,PIONEERINDO GOURMET INTERNATIONAL|PIONEERINDO GOURMET
PUDP,Pudjiadi Prestige Tbk,DEVELOPMENT,PUDJIADI PRESTIGE
PURA,PT Putra Rajawali Kencana Tbk.,WATCHLIST,PUTRA RAJAWALI KENCANA|RAJAWALI KENCANA|PUTRA RAJAWALI
PURE,PT Trinitan Metals and Minerals Tbk,WATCHLIST,TRINITAN METALS AND MINERALS|TRINITAN METALS
PURI,PT Puri Global Sukses Tbk,DEVELOPMENT,PURI GLOBAL SUKSES|PURI GLOBAL
PWON,Pakuwon Jati Tbk,MAIN,PAKUWON JATI
PYFA,PT Pyridam Farma Tbk,DEVELOPMENT,PYRIDAM FARMA
PZZA,PT Sarimelati Kencana Tbk.,DEVELOPMENT,SARIMELATI KENCANA
RAAM,PT Tripar Multivision Plus Tbk.,MAIN,TRIPAR MULTIVISION PLUS|TRIPAR MULTIVISION
RAFI,PT Sari Kreasi Boga Tbk,WATCHLIST,SARI KREASI BOGA|SARI KREASI
RAJA,Rukun Raharja Tbk,MAIN,RUKUN RAHARJA
RALS,Ramayana Lestari Sentosa Tbk,MAIN,RAMAYANA LESTARI SENTOSA|RAMAYANA LESTARI
RANC,Supra Boga Lestari Tbk,DEVELOPMENT,SUPRA BOGA LESTARI|SUPRA BOGA
RATU,PT Raharja Energi Cepu Tbk,DEVELOPMENT,RAHARJA ENERGI CEPU|RAHARJA ENERGI
RBMS,Ristia Bintang Mahkotasejati Tbk,DEVELOPMENT,RISTIA BINTANG MAHKOTASEJATI|RISTIA BINTANG
RCCC,PT Utama Radar Cahaya Tbk,ACCELERATION,UTAMA RADAR CAHAYA|RADAR CAHAYA|UTAMA RADAR
RDTX,Roda Vivatex Tbk,DEVELOPMENT,RODA VIVATEX
REAL,PT Repower Asia Indonesia Tbk.,DEVELOPMENT,REPOWER ASIA INDONESIA|REPOWER ASIA
RELF,PT Graha Mitra Asia Tbk.,ACCELERATION,GRAHA MITRA ASIA|GRAHA MITRA
RELI,Reliance Sekuritas Indonesia Tbk,DEVELOPMENT,RELIANCE SEKURITAS INDONESIA|RELIANCE SEKURITAS
RGAS,PT Kian Santang Muliatama Tbk.,DEVELOPMENT,KIAN SANTANG MULIATAMA|KIAN SANTANG
RICY,Ricky Putra Globalindo Tbk,DEVELOPMENT,RICKY PUTRA GLOBALINDO|RICKY PUTRA
RIGS,Rig Tenders Tbk,DEVELOPMENT,RIG TENDERS
RIMO,PT Rimo International Lestari Tbk.,WATCHLIST,RIMO INTERNATIONAL LESTARI|RIMO INTERNATIONAL
RISE,PT Jaya Sukses Makmur Sentosa Tbk.,DEVELOPMENT,
RLCO,PT Abadi Lestari Indonesia Tbk,DEVELOPMENT,
RMKE,PT RMK Energy Tbk,MAIN,RMK ENERGY
RMKO,PT Royaltama Mulia Kontraktorindo Tbk.,DEVELOPMENT,ROYALTAMA MULIA KONTRAKTORINDO|ROYALTAMA MULIA
ROCK,PT Rockfields Properti Indonesia Tbk.,DEVELOPMENT,ROCKFIELDS PROPERTI INDONESIA|ROCKFIELDS PROPERTI
RODA,Pikko Land Development Tbk,DEVELOPMENT,PIKKO LAND DEVELOPMENT|PIKKO LAND
RONY,PT Aracord Nusantara Group Tbk,DEVELOPMENT,ARACORD NUSANTARA GROUP|ARACORD NUSANTARA
ROTI,PT Nippon Indosari Corpindo Tbk,DEVELOPMENT,NIPPON INDOSARI CORPINDO|NIPPON INDOSARI
RSCH,PT Charlie Hospital Semarang Tbk.,DEVELOPMENT,CHARLIE HOSPITAL SEMARANG|CHARLIE HOSPITAL
RSGK,PT Kedoya Adyaraya Tbk,DEVELOPMENT,KEDOYA ADYARAYA
RUIS,Radiant Utama Interinsco Tbk,DEVELOPMENT,RADIANT UTAMA INTERINSCO|RADIANT UTAMA
RUNS,PT Global Sukses Solusi Tbk,ACCELERATION,
SAFE,Steady Safe Tbk,DEVELOPMENT,STEADY SAFE
SAGE,PT Saptausaha Gemilangindah Tbk,WATCHLIST,SAPTAUSAHA GEMILANGINDAH
SAME,Sarana Meditama Metropolitan Tbk,MAIN,SARANA MEDITAMA METROPOLITAN|MEDITAMA METROPOLITAN|SARANA MEDITAMA
SAMF,PT Saraswanti Anugerah Makmur Tbk.,MAIN,SARASWANTI ANUGERAH MAKMUR|SARASWANTI ANUGERAH
